meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx
0.03395526598930156,0.019804537551363514,0.030911542906135958,0.02769000365725177,0.03534941073311654,0.007659407075864766,4.864339747876641,39.721460222618425,0.05282019995624715,0.0018779244,0.056374392763921116,0.03395526598930156,0.023159938732598608,0.00537109375,0.1689453125,0.004149041282978856,-0.39950105734169544,0.3452177150174974,0.7447187723591928,0.019365335
0.03560580951184669,0.021464598704573342,0.0322150239176866,0.027868553739257357,0.03595846347774341,0.008089909738486053,3.8479646058162373,27.011450133121073,0.05096738799959084,0.0017665487,0.05841701711136891,0.03560580951184669,0.025495984991299302,0.0048828125,0.142578125,-0.004544382751272008,-0.43725494109094176,0.42514517717063405,0.8624001182615758,0.02090201
0.035511208373325394,0.020388768773366192,0.03188925864727832,0.027394059779068617,0.037870191836721544,0.010476132057652927,4.136174086488555,32.68957122971071,0.04739812569373573,0.0016631725,0.06314462188225058,0.035511208373325394,0.025151582439095127,0.0048828125,0.12353515625,0.0016651661582331187,-0.32602256909012844,0.3784645553678273,0.7044871244579558,0.022196475
0.033658819071659414,0.017477992936262333,0.03200346954320954,0.024828121440161038,0.03913409150642101,0.014305970066259974,5.073203743603602,58.70056766943577,0.04690968285173801,0.0017419963,0.06740433765951276,0.033658819071659414,0.023156540023201857,0.00537109375,0.123046875,-0.016238165260459108,-0.47981407865882,0.4273142851889129,0.9071283638477329,0.03841356
0.030266232199232707,0.015728164317124666,0.027343690795142872,0.02267251211872165,0.033623763928143986,0.010951251809422337,7.57868339461922,97.4618346085308,0.04576677193975165,0.0015892256,0.055277742531902554,0.030266232199232707,0.01974310288573086,0.00537109375,0.095703125,0.001846122201787116,-0.38780565932393135,0.4652725253254171,0.8530781846493485,0.02384334
0.031194024783002493,0.013902771379260541,0.03097711311154777,0.026905333780557508,0.03409123771331002,0.007185903932752511,9.834735198222074,154.91764658338428,0.056504570775044484,0.0018186192,0.05052747969837587,0.031194024783002493,0.015498114849187936,0.0068359375,0.10302734375,0.013652750500559557,-0.1881265942892489,0.3411607444286345,0.5292873387178834,0.01850048
0.03699884315635038,0.019842466008883286,0.03408396804600356,0.030223999539236664,0.03861246544322532,0.00838846590398866,4.691088668885137,36.989819348139356,0.05658659769993668,0.0019973866,0.06311290059454756,0.03699884315635038,0.02066188732598608,0.0078125,0.1162109375,0.007397163579459304,-0.3259302321821456,0.37134594470262505,0.6972761768847706,0.02186522
0.03521339522694438,0.019099979007054887,0.03294459244838078,0.02455250991618416,0.04330286754131896,0.018750357625134797,3.860329399970348,39.418826834101445,0.04930874935616338,0.0018179402,0.06482018561484919,0.03521339522694438,0.026378516531322505,0.0048828125,0.11328125,0.0030084445911776024,-0.3368609435856348,0.39251271821558437,0.7293736618012192,0.025667164
0.03257374835425996,0.016898909110470848,0.033700298063614964,0.027157436885658342,0.03723724031443337,0.010079803428775031,5.755168710149894,69.75623720556699,0.04917752239253425,0.0017461459,0.05785283135150812,0.03257374835425996,0.02011696091937355,0.00439453125,0.06640625,-0.0008593495755536718,-0.5131747899577027,0.2658324275784086,0.7790072175361114,0.020322258
0.03152733093838935,0.015655269515598393,0.031809637658909096,0.026900954703781708,0.03515798468745945,0.008257029983677739,7.265837284791656,96.59980495579956,0.052243626008359904,0.0018131343,0.05583739667923433,0.03152733093838935,0.016513196055684454,0.0048828125,0.10546875,0.000719329823537483,-0.40229057520628014,0.42500481754541375,0.827295392751694,0.023979327
0.02627465479684263,0.013643779606757417,0.023746030962351505,0.02093429822984727,0.029168981788730217,0.008234683558882946,11.278793693719711,182.5639274498782,0.040814032807373474,0.001487496,0.043300690617749424,0.02627465479684263,0.021188687282482598,0.00439453125,0.08056640625,-0.011666928603825493,-0.5211038254201417,0.34671891108155184,0.8678227365016935,0.026422795
0.026143641694563804,0.01598431249879266,0.02456473027990086,0.020080794767587853,0.02835112022146391,0.008270325453876057,8.159709962010364,100.99137650509587,0.04290274393748955,0.001494264,0.043587315110208816,0.026143641694563804,0.01586064385150812,0.00537109375,0.05712890625,0.007693959540125222,-0.46804251894354865,0.42319856723579885,0.8912410861793475,0.029986506
0.028814665308672674,0.01920881068665638,0.028332161843378497,0.01686171528716641,0.03340109063891439,0.016539375351747976,4.677968182542336,45.07952671024235,0.03925414662477269,0.001536237,0.050848091284802784,0.028814665308672674,0.018628326203596286,0.00439453125,0.11328125,0.009781903622218653,-0.5001150183379657,0.4348395839333528,0.9349546022713184,0.03847539
0.03167246512799016,0.020854130398134583,0.028397967928295114,0.017579823780956398,0.038323719876717774,0.020743896095761376,3.5317485366141415,29.97839621331022,0.03904782824064027,0.0015786907,0.05743705590197216,0.03167246512799016,0.019132468097447796,0.00439453125,0.10693359375,0.00471813986133648,-0.3645285763919001,0.4448413271456952,0.8093699035375953,0.038134143
0.03312811972950541,0.017405964912745087,0.031947727824469134,0.027656059004864786,0.03775537677397668,0.010099317769111896,5.590487316509104,62.24160891445685,0.045726454262570784,0.0017433794,0.05738834106728538,0.03312811972950541,0.024616852160672855,0.00537109375,0.1279296875,-0.012163974941400495,-0.4643375203013427,0.2905374988913534,0.7548750191926961,0.025958246
0.030586849601951658,0.017705058322794204,0.026640512489675288,0.022090426164197905,0.034292939271232,0.012202513107034092,5.690392785246542,60.441441790329634,0.04457745281995542,0.0015893629,0.05466031032482598,0.030586849601951658,0.01877107199825986,0.00537109375,0.1083984375,0.005039216732721386,-0.3821283727884299,0.3106123444283555,0.6927407172167854,0.030062923
0.034200442096302464,0.022619001486584446,0.02776078410734195,0.019583731642703568,0.0410292103400243,0.02144547869732073,3.1872783996814,21.356085531316115,0.04281364554858907,0.0016250391,0.060049530524941996,0.034200442096302464,0.027544273854408354,0.0048828125,0.1748046875,-0.007477220137226168,-0.47592483740299985,0.31108197942376115,0.787006816826761,0.029802117
0.03151312059827292,0.018478626523807256,0.027073014614963083,0.021684894660703655,0.03760709712233161,0.015922202461627954,4.959409010440671,49.93589246394827,0.0440071674339213,0.0016222636,0.05486309998549885,0.03151312059827292,0.020434173796403714,0.00537109375,0.072265625,0.0038834705196165798,-0.39913510158658083,0.3021126091480247,0.7012477107346056,0.027923888
0.030569537313175136,0.020236351591783393,0.027348716446572496,0.020534136485086757,0.03289011216936671,0.01235597568427995,4.421581642298442,36.57254051233236,0.042232074688454885,0.0015098389,0.05410971940255221,0.030569537313175136,0.019950424158932716,0.0048828125,0.10400390625,0.0008264419233259707,-0.36069796979427404,0.43517349287867463,0.7958714626729486,0.029537063
0.03508649419182067,0.016785262079183155,0.03364760167491271,0.027181988982143204,0.04042213167910316,0.013240142696959958,5.577620206195,67.68147462187923,0.054166088553758845,0.0019533236,0.062486405162412995,0.03508649419182067,0.020862411180394433,0.00439453125,0.1025390625,-0.005647510154511145,-0.5124098705127842,0.32965575158596017,0.8420656220987444,0.022387527
0.034487908134569846,0.02050169015489954,0.03131232164163656,0.026666781894495156,0.03694510558148434,0.010278323686989183,4.055555900077554,32.65987572916541,0.04580158174282114,0.0015841658,0.0612254839762181,0.034487908134569846,0.02381249093677494,0.0048828125,0.130859375,0.00016173403612766804,-0.47997983824461754,0.37081123888492573,0.8507910771295433,0.0310105
0.039020712129551,0.021667567322305455,0.03441543248477108,0.02819772249656208,0.042572720323418495,0.014374997826856414,3.4610560347872785,23.884528312816542,0.05116251164078022,0.0017547209,0.0693472665313225,0.039020712129551,0.027078650667053363,0.00537109375,0.1298828125,-0.014284674522806283,-0.5128761585801844,0.39357902854680993,0.9064551871269944,0.019062046
0.03150430689534826,0.020045008495324007,0.02890723346947832,0.019097620281043767,0.03610076718689698,0.017003146905853216,4.1158052184004355,36.23218006306284,0.04053900809593941,0.0015979535,0.05889963384570766,0.03150430689534826,0.01988244997099768,0.0048828125,0.0986328125,-0.014170495933310464,-0.48483969829976614,0.49120841165720364,0.9760481099569698,0.03783321
0.03449305310355255,0.019103680300302833,0.03214581798276328,0.024946078818280985,0.03753809593075574,0.012592017112474752,4.749072795773546,42.53373432066074,0.05124474613145162,0.0017104016,0.058023899724477954,0.03449305310355255,0.0237286561049884,0.005859375,0.1171875,0.00313666780159924,-0.4349058289080863,0.394057844765484,0.8289636736735704,0.018944768
0.03731919169581589,0.020300087700879516,0.032802971412813076,0.026597621481710666,0.040011720377005504,0.013414098895294838,3.7624231795757703,30.61622430911015,0.04741425792446053,0.0017068187,0.06828800210266821,0.03731919169581589,0.02490234375,0.00537109375,0.1171875,-0.0061189682765375045,-0.49861192144453587,0.47026974894106366,0.9688816703855996,0.037058935
0.03343780805896293,0.013433898204268206,0.03307423571073731,0.029431477688247977,0.036250555387908966,0.006819077699660989,10.617539171391625,171.17430368783656,0.05985270890207818,0.0019368147,0.052605224042923435,0.03343780805896293,0.01719180503190255,0.00537109375,0.10693359375,0.005493725217568493,-0.3432307504117491,0.3933287896215914,0.7365595400333405,0.012162334
0.035637730157408704,0.019371018345571405,0.03316905598029485,0.026533270666084876,0.04131607915758822,0.014782808491503343,4.118723017636126,38.63653042662703,0.05339204336029671,0.0020022516,0.06388100891821345,0.035637730157408704,0.02201570656902552,0.0048828125,0.10498046875,0.0044987479934540265,-0.4281756710261112,0.26182662323117184,0.690002294257283,0.021481719
0.030786498982317237,0.019706269842869238,0.02955376638286111,0.020274651376549126,0.03521114775896171,0.014936496382412585,4.625075322773352,40.838183555704646,0.04826902726771404,0.0016900757,0.05201498151102088,0.030786498982317237,0.0174750308149652,0.0048828125,0.0908203125,-0.005311204912865467,-0.4964077826589349,0.43613780608886704,0.932545588747802,0.029612463
0.02980232676649031,0.012540048921489137,0.029428159410979118,0.025864716546345,0.03228078234440929,0.006416065798064287,13.481774149632852,240.15023211056436,0.051551455788684614,0.0016367831,0.049840940400232014,0.02980232676649031,0.015427874854988399,0.0048828125,0.0615234375,0.005821761476167108,-0.32670222409069577,0.3144637849181888,0.6411660090088847,0.019845283
0.048896199981436406,0.03227114326913844,0.03605341428506931,0.02867934253661666,0.06548276486225904,0.036803422325642376,1.4177451703997177,2.883703756340658,0.04467293791389553,0.0015794347,0.08217286289153132,0.048896199981436406,0.04888930176914153,0.0087890625,0.23046875,0.0034279679298552675,-0.5150248054414992,0.47974405526595865,0.9947688607074578,0.031661075
0.03317242592085674,0.016318311817657076,0.031704141515389694,0.02335674801765086,0.038982781165696624,0.015626033148045764,6.088905653544236,77.80309009109537,0.04225183620929109,0.0016009004,0.06120622462296984,0.03317242592085674,0.026577907482598608,0.00634765625,0.13623046875,-0.004415096018702906,-0.5261837653815751,0.45967857688735647,0.9858623422689315,0.030960103
0.033762616692135476,0.015700089166103277,0.03454689032400815,0.026910643153180265,0.0407700226858454,0.013859379532665132,6.500413515464842,90.15115989505486,0.04526110235152086,0.0017467258,0.05911261963457077,0.033762616692135476,0.028524235063805106,0.00537109375,0.08642578125,-0.0005416045411554733,-0.42980480194091847,0.3820990016683934,0.8119038036093118,0.026181461
0.03310940665957772,0.016925458655459382,0.030455757408688777,0.025601820416047093,0.03512775545465544,0.009525935038608348,6.064972355972574,68.45840241534614,0.048176198053960076,0.0016913475,0.05854390226218097,0.03310940665957772,0.02387140189965197,0.0078125,0.12158203125,0.001509958766448909,-0.39634513854980497,0.3664663378149268,0.7628114763647318,0.031564876
0.030193783802602507,0.017175541714138917,0.027230539609545686,0.02234419782362376,0.03334542311118929,0.011001225287565534,6.202665068836447,69.10699038901649,0.042198035386630035,0.0015685874,0.05307311303654293,0.030193783802602507,0.02201004205336427,0.0087890625,0.0947265625,-0.005369075960215559,-0.4985046945512301,0.45311594195663896,0.951620636507869,0.02841389
0.031118422925694764,0.018563018483658992,0.02882156863435121,0.02280436446607278,0.03415734853138472,0.011352984065311936,5.269389388511922,50.88652453387759,0.04409628635406054,0.0015741151,0.056744852088167055,0.031118422925694764,0.018053944315545245,0.00439453125,0.07080078125,-0.009888387030015414,-0.49171957001090083,0.4827861934900278,0.9745057635009287,0.03704374
0.03461764643248043,0.021681189884496632,0.0310331735124671,0.021716652186726363,0.04164992100903231,0.019933268822305946,3.250746261972367,24.662449126163644,0.039760367026005224,0.0014941576,0.0655214526537123,0.03461764643248043,0.021002891168793503,0.00439453125,0.09814453125,-0.01747763260759279,-0.47418810985982474,0.4997394848614928,0.9739275947213175,0.04146894
